Number,Name,IPA,Evolves from,Evolves into,Total evolutionary stages,Evolutionary stage code,Baby,Legendary,Types,Weight lb,Height in,Percentage male,Percentage female,HP,Attack,Defense,Special Attack,Special Defense,Speed,Total Power
739,Crabrawler,kɹæbˈɹɑːlɚ,,Crabominable,2,2a,FALSE,FALSE,Fighting,15.4,24,50,50,47,82,57,42,47,63,338
740,Crabominable,kræbˈɑːmɪnəbəl,Crabrawler,,2,2b,FALSE,FALSE,"Fighting, Ice",396.8,67,50,50,97,132,77,62,67,43,478
741,Oricorio,ˌɔːɹɪˈkɔːɹiːoʊ,,,1,1a,FALSE,FALSE,"Fire, Flying, Electric, Flying, Psychic, Flying, Ghost, Flying",7.5,24,25,75,75,70,70,98,70,93,476
742,Cutiefly,ˈkjutiːflaɪ,,Ribombee,2,2a,FALSE,FALSE,"Bug, Fairy",0.4,4,50,50,40,45,40,55,40,84,304
743,Ribombee,ɹəˈbɑːmbiː,Cutiefly,,2,2b,FALSE,FALSE,"Bug, Fairy",1.1,8,50,50,60,55,60,95,70,124,464
744,Rockruff,ˈɹɑːkɹʌf,,Lycanroc,2,2a,FALSE,FALSE,Rock,20.3,20,50,50,45,65,40,30,40,60,280
745,Lycanroc,ˈlaɪkənɹɑːk,Rockruff,,2,2b,FALSE,FALSE,Rock,55.1,31,50,50,75,115,65,55,65,112,487
746,Wishiwashi,ˈwɪʃiːˌwɑːʃi,,,1,1a,FALSE,FALSE,Water,0.7,8,50,50,45,20,20,25,25,40,175
747,Mareanie,məˈɹiːniː,,Toxapex,2,2a,FALSE,FALSE,"Poison, Water",17.6,16,50,50,50,53,62,43,52,45,305
748,Toxapex,ˈtɑːksəpɛks,Mareanie,,2,2b,FALSE,FALSE,"Poison, Water",32,28,50,50,50,63,152,53,142,35,495
749,Mudbray,ˈmʌdbɹeɪ,,Mudsdale,2,2a,FALSE,FALSE,Ground,242.5,39,50,50,70,100,70,45,55,45,385
750,Mudsdale,ˈmʌdzdeɪl,Mudbray,,2,2b,FALSE,FALSE,Ground,2028.3,98,50,50,100,125,100,55,85,35,500
751,Dewpider,ˈduːpədɚ,,Araquanid,2,2a,FALSE,FALSE,"Water, Bug",8.8,12,50,50,38,40,52,40,72,27,269
752,Araquanid,əˈɹæːkwənɪd,Dewpider,,2,2b,FALSE,FALSE,"Water, Bug",180.8,71,50,50,68,70,92,50,132,42,454
753,Fomantis,foʊˈmæntɪs,,Lurantis,2,2a,FALSE,FALSE,Grass,3.3,12,50,50,40,55,35,50,35,35,250
754,Lurantis,lɚˈæntɪs,Fomantis,,2,2b,FALSE,FALSE,Grass,40.8,35,50,50,70,105,90,80,90,45,480
755,Morelull,ˈmɔːɹəlʊl,,Shiinotic,2,2a,FALSE,FALSE,"Grass, Fairy",3.3,8,50,50,40,35,55,65,75,15,285
756,Shiinotic,ʃiːˈnɑːtɪk,Morelull,,2,2b,FALSE,FALSE,"Grass, Fairy",25.4,39,50,50,60,45,80,90,100,30,405
757,Salandit,səˈlændɪt,,Salazzle,2,2a,FALSE,FALSE,"Poison, Fire",10.6,24,87.5,12.5,48,44,40,71,40,77,320
758,Salazzle,səˈlæzəl,Salandit,,2,2b,FALSE,FALSE,"Poison, Fire",48.9,47,0,,68,64,60,111,60,117,480
759,Stufful,ˈstʌfəl,,Bewear,2,2a,FALSE,FALSE,"Normal, Fighting",15,20,50,50,70,75,50,45,50,50,340
760,Bewear,bəˈwɛɹ,Stufful,,2,2b,FALSE,FALSE,"Normal, Fighting",297.6,83,50,50,120,125,80,55,60,60,500
761,Bounsweet,ˈbaʊnswiːt,,Steenee,3,3a,FALSE,FALSE,Grass,7.1,12,0,,42,30,38,30,38,32,210
762,Steenee,ˈstiːniː,Bounsweet,Tsareena,3,3b,FALSE,FALSE,Grass,18.1,28,0,,52,40,48,40,48,62,290
763,Tsareena,zɑːˈɹiːnə,Steenee,,3,3c,FALSE,FALSE,Grass,47.2,47,0,,72,120,98,50,98,72,510
764,Comfey,ˈkʌmfeɪ,,,1,1a,FALSE,FALSE,Fairy,0.7,4,25,75,51,52,90,82,110,100,485
765,Oranguru,əˈɹæŋɡəɹuː,,,1,1a,FALSE,FALSE,"Normal, Psychic",167.6,59,50,50,90,60,80,90,110,60,490
766,Passimian,ˌpæˈsɪmiːən,,,1,1a,FALSE,FALSE,Fighting,182.5,79,50,50,100,120,90,40,60,80,490
767,Wimpod,ˈwɪmpɑːd,,Golisopod,2,2a,FALSE,FALSE,"Bug, Water",26.5,20,50,50,25,35,40,20,30,80,230
768,Golisopod,gəˈlaɪsoʊpɑːd,Wimpod,,2,2b,FALSE,FALSE,"Bug, Water",238.1,79,50,50,75,125,140,60,90,40,530
769,Sandygast,ˈsændiːɡæst,,Palossand,2,2a,FALSE,FALSE,"Ghost, Ground",154.3,20,50,50,55,55,80,70,45,15,320
770,Palossand,ˈpæləsænd,Sandygast,,2,2b,FALSE,FALSE,"Ghost, Ground",551.2,51,50,50,85,75,110,100,75,35,480
771,Pyukumuku,ˌpjuːkuːˈmuːkuː,,,1,1a,FALSE,FALSE,Water,2.6,12,50,50,55,60,130,30,130,5,410
772,Type: Null,ˌtaɪpˈnʊl,,Silvally,2,2a,FALSE,TRUE,Normal,265.7,75,,,95,95,95,95,95,59,534
773,Silvally,sɪlˈvælaɪː,Type: Null,,2,2b,FALSE,TRUE,Normal,221.6,91,,,95,95,95,95,95,95,570
774,Minior,ˈmɪniːɔːɹ,,,1,1a,FALSE,FALSE,"Rock, Flying",88.2,12,,,60,60,100,60,100,60,440
775,Komala,koʊˈmɑːlə,,,1,1a,FALSE,FALSE,Normal,43.9,16,50,50,65,115,65,75,95,65,480
776,Turtonator,ˈtɝːɾəneɪɾɚ,,,1,1a,FALSE,FALSE,"Fire, Dragon",467.4,79,50,50,60,78,135,91,85,36,485
777,Togedemaru,ˌtoʊɡədɛˈmɑːɹuː,,,1,1a,FALSE,FALSE,"Electric, Steel",7.3,12,50,50,65,98,63,40,73,96,435
778,Mimikyu,ˈmiːmiːkjuː,,,1,1a,FALSE,FALSE,"Ghost, Fairy",1.5,8,50,50,55,90,80,50,105,96,476
779,Bruxish,ˈbɹʌksɪʃ,,,1,1a,FALSE,FALSE,"Water, Psychic",41.9,35,50,50,68,105,70,70,70,92,475
780,Drampa,ˈdɹæmpə,,,1,1a,FALSE,FALSE,"Normal, Dragon",407.9,118,50,50,78,60,85,135,91,36,485
781,Dhelmise,dɛlˈmaɪz,,,1,1a,FALSE,FALSE,"Ghost, Grass",463,154,,,70,131,100,86,90,40,517
782,Jangmo-o,ˈdʒæŋmoʊˌʔoʊ,,Hakamo-o,3,3a,FALSE,FALSE,Dragon,65.5,24,50,50,45,55,65,45,45,45,300
783,Hakamo-o,ˌhɑːkəˈmoʊʔoʊ,Jangmo-o,Kommo-o,3,3b,FALSE,FALSE,"Dragon, Fighting",103.6,47,50,50,55,75,90,65,70,65,420
784,Kommo-o,ˈkoʊmoʊˌʔoʊ,Hakamo-o,,3,3c,FALSE,FALSE,"Dragon, Fighting",172.4,63,50,50,75,110,125,100,105,85,600
785,Tapu Koko,ˌtɑːpuːˈkoʊkoʊ,,,1,1a,FALSE,TRUE,"Electric, Fairy",45.2,71,,,70,115,85,95,75,130,570
786,Tapu Lele,ˌtɑːpuːˈleɪleɪ,,,1,1a,FALSE,TRUE,"Psychic, Fairy",41,47,,,70,85,75,130,115,95,570
787,Tapu Bulu,ˌtɑːpuːˈbuːluː,,,1,1a,FALSE,TRUE,"Grass, Fairy",100.3,75,,,70,130,115,85,95,75,570
788,Tapu Fini,ˌtɑːpuːˈfiːniː,,,1,1a,FALSE,TRUE,"Water, Fairy",46.7,51,,,70,75,115,95,130,85,570
789,Cosmog,ˈkɑːzmɑːɡ,,Cosmoem,3,3a,FALSE,TRUE,Psychic,0.2,8,,,43,29,31,29,31,37,200
790,Cosmoem,ˈkɑːzmoʊɛm,Cosmog,"Solgaleo, Lunala",3,3b,FALSE,TRUE,Psychic,2204.4,4,,,43,29,131,29,131,37,400
791,Solgaleo,ˌsoʊlɡəˈleɪoʊ,Cosmoem,,3,3c,FALSE,TRUE,"Psychic, Steel",507.1,134,,,137,137,107,113,89,97,680
792,Lunala,luːˈnɑːlə,Cosmoem,,3,3c,FALSE,TRUE,"Psychic, Ghost",264.6,157,,,137,113,89,137,107,97,680
793,Nihilego,ˌnaɪəːˈliːɡoʊ,,,1,1a,FALSE,FALSE,"Rock, Poison",122.4,47,,,109,53,47,127,131,103,570
794,Buzzwole,ˈbʌzwɔːl,,,1,1a,FALSE,FALSE,"Bug, Fighting",735.5,94,,,107,139,139,53,53,79,570
795,Pheromosa,ˌfɛɹəˈmoʊsə,,,1,1a,FALSE,FALSE,"Bug, Fighting",55.1,71,,,71,137,37,137,37,151,570
796,Xurkitree,ˈzɝkɪtriː,,,1,1a,FALSE,FALSE,Electric,220.5,150,,,83,89,71,173,71,83,570
797,Celesteela,ˌsɛləˈstiːlə,,,1,1a,FALSE,FALSE,"Steel, Flying",2204.4,362,,,97,101,103,107,101,61,570
798,Kartana,kɑːɹˈtɑːnə,,,1,1a,FALSE,FALSE,"Grass, Steel",0.2,12,,,59,181,131,59,31,109,570
799,Guzzlord,ˈɡʌzlɔːɹd,,,1,1a,FALSE,FALSE,"Dark, Dragon",1957.7,217,,,223,101,53,97,53,43,570
800,Necrozma,nɛˈkɹoʊzmə,,,1,1a,FALSE,TRUE,"Psychic, Steel, Psychic, Ghost, Psychic",507.1,94,,,97,107,101,127,89,79,600
801,Magearna,məˈɡɪɹnə,,,1,1a,FALSE,FALSE,"Steel, Fairy",177.5,39,,,80,95,115,130,115,65,600
802,Marshadow,ˈmɑːɹʃædoʊ,,,1,1a,FALSE,FALSE,"Fighting, Ghost",48.9,28,,,90,125,80,90,90,125,600
803,Poipole,ˈpɔːɪpɔl,,Naganadel,2,2a,FALSE,FALSE,Poison,4,24,,,67,73,67,73,67,73,420
804,Naganadel,ˌnɑːgəˈnɑːdəl,Poipole,,2,2b,FALSE,FALSE,"Poison, Dragon",330.7,142,,,73,73,73,127,73,121,540
805,Stakataka,ˌstækəˈtækə,,,1,1a,FALSE,FALSE,"Rock, Steel",1807.8,217,,,61,131,211,53,101,13,570
806,Blacephalon,bləˈsɛfəlɑːn,,,1,1a,FALSE,FALSE,"Fire, Ghost",28.7,71,,,53,127,53,151,79,107,570
807,Zeraora,ˌzɛɹəʔˈɔːɹə,,,1,1a,FALSE,FALSE,Electric,98.1,59,,,88,112,75,102,80,143,600
808,Meltan,ˈmɛltæn,,Melmetal,2,2a,FALSE,FALSE,Steel,17.6,8,,,46,65,65,55,35,34,300
809,Melmetal,ˈmɛlmɛɾəl,Meltan,,2,2b,FALSE,FALSE,Steel,1763.7,98,,,135,143,143,80,65,34,600
810,Grookey,ˈɡɹuːkiː,,Thwackey,3,3a,FALSE,FALSE,Grass,11,12,87.5,12.5,50,65,50,40,40,65,310
811,Thwackey,ˈθwækiː,Grookey,Rillaboom,3,3b,FALSE,FALSE,Grass,30.9,28,87.5,12.5,70,85,70,55,60,80,420
812,Rillaboom,ˈɹɪləbuːm,Thwackey,,3,3c,FALSE,FALSE,Grass,198.4,83,87.5,12.5,100,125,90,60,70,85,530
813,Scorbunny,ˈskɔːɹbʌniː,,Raboot,3,3a,FALSE,FALSE,Fire,9.9,12,87.5,12.5,50,71,40,40,40,69,310
814,Raboot,ˈɹæbuːt,Scorbunny,Cinderace,3,3b,FALSE,FALSE,Fire,19.8,24,87.5,12.5,65,86,60,55,60,94,420
815,Cinderace,ˈsɪndɚeɪs,Raboot,,3,3c,FALSE,FALSE,Fire,72.8,55,87.5,12.5,80,116,75,65,75,119,530
816,Sobble,ˈsɑːbəl,,Drizzile,3,3a,FALSE,FALSE,Water,8.8,12,87.5,12.5,50,40,40,70,40,70,310
817,Drizzile,ˈdɹɪzaɪl,Sobble,Inteleon,3,3b,FALSE,FALSE,Water,25.4,28,87.5,12.5,65,60,55,95,55,90,420
818,Inteleon,ɪnˈtɛliːən,Drizzile,,3,3c,FALSE,FALSE,Water,99.6,75,87.5,12.5,70,85,65,125,65,120,530
819,Skwovet,ˈskwʌːvət,,Greedent,2,2a,FALSE,FALSE,Normal,5.5,12,50,50,70,55,55,35,35,25,275
820,Greedent,ˈɡɹiːdənt,Skwovet,,2,2b,FALSE,FALSE,Normal,13.2,24,50,50,120,95,95,55,75,20,460
821,Rookidee,ˈɹʊkədiː,,Corvisquire,3,3a,FALSE,FALSE,Flying,4,8,50,50,38,47,35,33,35,57,245
822,Corvisquire,ˈkɔːɹvəskwaɪɹ,Rookidee,Corviknight,3,3b,FALSE,FALSE,Flying,35.3,31,50,50,68,67,55,43,55,77,365
823,Corviknight,ˈkɔːɹvənaɪt,Corvisquire,,3,3c,FALSE,FALSE,"Flying, Steel",165.3,87,50,50,98,87,105,53,85,67,495
824,Blipbug,ˈblɪpbʌɡ,,Dottler,3,3a,FALSE,FALSE,Bug,17.6,16,50,50,25,20,20,25,45,45,180
825,Dottler,ˈdɑːtlɚ,Blipbug,Orbeetle,3,3b,FALSE,FALSE,"Bug, Psychic",43,16,50,50,50,35,80,50,90,30,335
826,Orbeetle,ˈɔɹbiːɾəl,Dottler,,3,3c,FALSE,FALSE,"Bug, Psychic",89.9,16,50,50,60,45,110,80,120,90,505
827,Nickit,ˈnɪkət,,Thievul,2,2a,FALSE,FALSE,Dark,19.6,24,50,50,40,28,28,47,52,50,245
828,Thievul,ˈθiːvəl,Nickit,,2,2b,FALSE,FALSE,Dark,43.9,47,50,50,70,58,58,87,92,90,455
829,Gossifleur,ˈɡɑːsəflɚ,,Eldegoss,2,2a,FALSE,FALSE,Grass,4.9,16,50,50,40,40,60,40,60,10,250
830,Eldegoss,ˈɛldəɡɑːs,Gossifleur,,2,2b,FALSE,FALSE,Grass,5.5,20,50,50,60,50,90,80,120,60,460
831,Wooloo,ˈwuːluː,,Dubwool,2,2a,FALSE,FALSE,Normal,13.2,24,50,50,42,40,55,40,45,48,270
832,Dubwool,ˈdʌbwʊl,Wooloo,,2,2b,FALSE,FALSE,Normal,94.8,51,50,50,72,80,100,60,90,88,490
833,Chewtle,ˈtʃuːɾəl,,Drednaw,2,2a,FALSE,FALSE,Water,18.7,12,50,50,50,64,50,38,38,44,284
834,Drednaw,ˈdɹɛdnɑː,Chewtle,,2,2b,FALSE,FALSE,"Water, Rock",254.6,39,50,50,90,115,90,48,68,74,485
835,Yamper,ˈjæmpɚ,,Boltund,2,2a,FALSE,FALSE,Electric,29.8,12,50,50,59,45,50,40,50,26,270
836,Boltund,ˈbɔːltənd,Yamper,,2,2b,FALSE,FALSE,Electric,75,39,50,50,69,90,60,90,60,121,490
837,Rolycoly,ˌɹɔːliːˈkɔːliː,,Carkol,3,3a,FALSE,FALSE,Rock,26.5,12,50,50,30,40,50,40,50,30,240
838,Carkol,ˈkɑɹkɔːl,Rolycoly,Coalossal,3,3b,FALSE,FALSE,"Rock, Fire",172,43,50,50,80,60,90,60,70,50,410
839,Coalossal,kɔːlˈɑːsəl,Carkol,,3,3c,FALSE,FALSE,"Rock, Fire",684.5,110,50,50,110,80,120,80,90,30,510
840,Applin,ˈæplɪn,,"Flapple, Appletun",2,2a,FALSE,FALSE,"Grass, Dragon",1.1,8,50,50,40,40,80,40,40,20,260
841,Flapple,ˈflæpəl,Applin,,2,2b,FALSE,FALSE,"Grass, Dragon",2.2,12,50,50,70,110,80,95,60,70,485
842,Appletun,ˈæpəltən,Applin,,2,2b,FALSE,FALSE,"Grass, Dragon",28.7,16,50,50,110,85,80,100,80,30,485
843,Silicobra,sɪləˈkoʊbɹə,,Sandaconda,2,2a,FALSE,FALSE,Ground,16.8,87,50,50,52,57,75,35,50,46,315
844,Sandaconda,sændəkɑːndə,Silicobra,,2,2b,FALSE,FALSE,Ground,144.4,150,50,50,72,107,125,65,70,71,510
845,Cramorant,ˈkɹæmɚənt,,,1,1a,FALSE,FALSE,"Flying, Water",39.7,31,50,50,70,85,55,85,95,85,475
846,Arrokuda,ˌɛrəˈkuːdə,,Barraskewda,2,2a,FALSE,FALSE,Water,2.2,20,50,50,41,63,40,40,30,66,280
847,Barraskewda,ˌbɛrəˈskjuːdə,Arrokuda,,2,2b,FALSE,FALSE,Water,66.1,51,50,50,61,123,60,60,50,136,490
848,Toxel,tɑːksəl,,Toxtricity,2,2a,TRUE,FALSE,"Electric, Poison",24.3,16,50,50,40,38,35,54,35,40,242
849,Toxtricity,tɑksˈtɹɪsətiː,Toxel,,2,2b,FALSE,FALSE,"Electric, Poison",88.2,63,50,50,75,98,70,114,70,75,502
850,Sizzlipede,ˈsɪzləpiːd,,Centiskorch,2,2a,FALSE,FALSE,"Fire, Bug",2.2,28,50,50,50,65,45,50,50,45,305
851,Centiskorch,ˈsɛntəskɔːɹtʃ,Sizzlipede,,2,2b,FALSE,FALSE,"Fire, Bug",264.6,118,50,50,100,115,65,90,90,65,525
852,Clobbopus,ˈklɑːbəpʊs,,Grapploct,2,2a,FALSE,FALSE,Fighting,8.8,24,50,50,50,68,60,50,50,32,310
853,Grapploct,ˈɡɹæplɑːkt,Clobbopus,,2,2b,FALSE,FALSE,Fighting,86,63,50,50,80,118,90,70,80,42,480
854,Sinistea,ˈsɪnəstiː,,Polteageist,2,2a,FALSE,FALSE,Ghost,0.4,4,,,40,45,45,74,54,50,308
855,Polteageist,ˈpɔːltiːɡaɪst,Sinistea,,2,2b,FALSE,FALSE,Ghost,0.9,8,,,60,65,65,134,114,70,508
856,Hatenna,həˈtɛnə,,Hattrem,3,3a,FALSE,FALSE,Psychic,7.5,16,0,,42,30,45,56,53,39,265
857,Hattrem,ˈhætɹɛm,Hatenna,Hatterene,3,3b,FALSE,FALSE,Psychic,10.6,24,0,,57,40,65,86,73,49,370
858,Hatterene,ˈhætɚiːn,Hattrem,,3,3c,FALSE,FALSE,"Psychic, Fairy",11.2,83,0,,57,90,95,136,103,29,510
859,Impidimp,ˈɪmpɪdɪmp,,Morgrem,3,3a,FALSE,FALSE,"Dark, Fairy",12.1,16,,0,45,45,30,55,40,50,265
860,Morgrem,ˈmɔːɹɡɹɛm,Impidimp,Grimmsnarl,3,3b,FALSE,FALSE,"Dark, Fairy",27.6,31,,0,65,60,45,75,55,70,370
861,Grimmsnarl,ˈɡɹɪmsnɑɹl,Morgrem,,3,3c,FALSE,FALSE,"Dark, Fairy",134.5,59,,0,95,120,65,95,75,60,510
862,Obstagoon,ˈɑːbstəɡuːn,Linoone,,3,3c,FALSE,FALSE,"Dark, Normal",101.4,63,50,50,93,90,101,60,81,95,520
863,Perrserker,pɚˈsɝkɚ,Meowth,,2,2b,FALSE,FALSE,Steel,61.7,31,50,50,70,110,100,50,60,50,440
864,Cursola,ˈkɝsələ,Corsola,,2,2b,FALSE,FALSE,Ghost,0.9,39,25,75,60,95,50,145,130,30,510
865,Sirfetch'd,sɝˈfɛtʃt,Farfetch'd,,2,2b,FALSE,FALSE,Fighting,257.9,31,50,50,62,135,95,68,82,65,507
866,Mr. Rime,ˌmɪstɚˈɹaɪm,Mr. Mime,,3,3c,FALSE,FALSE,"Ice, Psychic",128.3,59,50,50,80,85,75,110,100,70,520
867,Runerigus,ɹuːnɛˈɹiːɡəs,Yamask,,2,2b,FALSE,FALSE,"Ground, Ghost",146.8,63,50,50,58,95,145,50,105,30,483
868,Milcery,ˈmɪlsɚiː,,Alcremie,2,2a,FALSE,FALSE,Fairy,0.7,8,0,,45,40,40,50,61,34,270
869,Alcremie,ˈælkɹəmiː,Milcery,,2,2b,FALSE,FALSE,Fairy,1.1,12,0,,65,60,75,110,121,64,495
870,Falinks,ˈfeɪlɪŋks,,,1,1a,FALSE,FALSE,Fighting,136.7,118,,,65,100,100,70,60,75,470
871,Pincurchin,pɪnˈkɚtʃən,,,1,1a,FALSE,FALSE,Electric,2.2,12,50,50,48,101,95,91,85,15,435
872,Snom,ˈsnɑːm,,Frosmoth,2,2a,FALSE,FALSE,"Ice, Bug",8.4,12,50,50,30,25,35,45,30,20,185
873,Frosmoth,ˈfɹɑːsmɑːθ,Snom,,2,2b,FALSE,FALSE,"Ice, Bug",92.6,51,50,50,70,65,60,125,90,65,475
874,Stonjourner,ˈstoʊndʒɚnɚ,,,1,1a,FALSE,FALSE,Rock,1146.4,98,50,50,100,125,135,20,20,70,470
875,Eiscue,ˈaɪskju,,,1,1a,FALSE,FALSE,Ice,196.2,55,50,50,75,80,110,65,90,50,470
876,Indeedee,ɪnˈdiːdiː,,,1,1a,FALSE,FALSE,"Psychic, Normal",61.7,35,50,50,60,65,55,105,95,95,475
877,Morpeko,mɔːɹˈpɛkoʊ,,,1,1a,FALSE,FALSE,"Electric, Dark",6.6,12,50,50,58,95,58,70,58,97,436
878,Cufant,ˈkjuːfənt,,Copperajah,2,2a,FALSE,FALSE,Steel,220.5,47,50,50,72,80,49,40,49,40,330
879,Copperajah,ˌkɑːpɚɑːʒə,Cufant,,2,2b,FALSE,FALSE,Steel,1433,118,50,50,122,130,69,80,69,30,500
880,Dracozolt,ˈdɹækəzɔːlt,,,1,1a,FALSE,FALSE,"Electric, Dragon",418.9,71,,,90,100,90,80,70,75,505
881,Arctozolt,ˈɑɹktəzɔːlt,,,1,1a,FALSE,FALSE,"Electric, Ice",330.7,91,,,90,100,90,90,80,55,505
882,Dracovish,ˈdɹækəvɪʃ,,,1,1a,FALSE,FALSE,"Water, Dragon",474,91,,,90,90,100,70,80,75,505
883,Arctovish,ˈɑɹktəvɪʃ,,,1,1a,FALSE,FALSE,"Water, Ice",385.8,79,,,90,90,100,80,90,55,505
884,Duraludon,dɚˈælədɑn,,,1,1a,FALSE,FALSE,"Steel, Dragon",88.2,71,50,50,70,95,115,120,50,85,535
885,Dreepy,ˈdɹiːpiː,,Drakloak,3,3a,FALSE,FALSE,"Dragon, Ghost",4.4,20,50,50,28,60,30,40,30,82,270
886,Drakloak,ˈdɹækloʊk,Dreepy,Dragapult,3,3b,FALSE,FALSE,"Dragon, Ghost",24.3,55,50,50,68,80,50,60,50,102,410
887,Dragapult,ˈdɹæɡəpʊlt,Drakloak,,3,3c,FALSE,FALSE,"Dragon, Ghost",110.2,118,50,50,88,120,75,100,75,142,600
888,Zacian,ˈzɑːʃiːən,,,1,1a,FALSE,TRUE,"Fairy, Steel, Fairy",242.5,110,,,92,130,115,80,115,138,670
889,Zamazenta,ˌzɑːməˈzɛntə,,,1,1a,FALSE,TRUE,"Fighting, Steel, Fighting",463,114,,,92,130,115,80,115,138,670
890,Eternatus,ɪˈtɝnətəs,,,1,1a,FALSE,TRUE,"Poison, Dragon",2094.4,787,,,140,85,95,145,95,130,690
891,Kubfu,kʌbˈfuː,,Urshifu,2,2a,FALSE,TRUE,Fighting,26.5,24,87.5,12.5,60,90,60,53,50,72,385
892,Urshifu,ˈɝʃiːfuː,Kubfu,,2,2b,FALSE,TRUE,"Fighting, Dark, Fighting, Water",231.5,75,87.5,12.5,100,130,100,63,60,97,550
893,Zarude,zɑːˈɹuːd,,,1,1a,FALSE,FALSE,"Dark, Grass",154.3,71,,,105,120,105,70,95,105,600
894,Regieleki,ˌɹɛdʒiːəˈlɛkiː,,,1,1a,FALSE,TRUE,Electric,319.7,47,,,80,100,50,100,50,200,580
895,Regidrago,ˌɹɛdʒiːˈdɹɛɪɡoʊ,,,1,1a,FALSE,TRUE,Dragon,440.9,83,,,200,100,50,100,50,80,580
896,Glastrier,ˈɡlæstɹiːɚ,,,1,1a,FALSE,TRUE,Ice,1763.7,87,,,100,145,130,65,110,30,580
897,Spectrier,ˈspɛktɹiːɚ,,,1,1a,FALSE,TRUE,Ghost,98.1,79,,,100,65,60,145,80,130,580
898,Calyrex,ˈkæləɹɛks,,,1,1a,FALSE,TRUE,"Psychic, Grass, Psychic, Ice, Psychic, Ghost",17,43,,,100,80,80,80,80,80,500
899,Wyrdeer,ˈwɪɹdɪɹ,Stantler,,2,2b,FALSE,FALSE,"Normal, Psychic",209.7,71,50,50,103,105,72,105,75,65,525
900,Kleavor,ˈkliːvɔːɹ,Scyther,,2,2b,FALSE,FALSE,"Bug, Rock",196.2,71,50,50,70,135,95,45,70,85,500
901,Ursaluna,ˌɝsəˈluːnə,Ursaring,,3,3c,FALSE,FALSE,"Ground, Normal",639.3,94,50,50,130,140,105,45,80,50,550
902,Basculegion,ˌbæskjuːˈliːdʒən,Basculin,,2,2b,FALSE,FALSE,"Water, Ghost",242.5,118,50,50,120,112,65,80,75,78,530
903,Sneasler,ˈsniːzlɚ,Sneasel,,2,2b,FALSE,FALSE,"Fighting, Poison",94.8,51,50,50,80,130,60,40,80,120,510
904,Overqwil,ˈoʊvɚkwɪl,Qwilfish,,2,2b,FALSE,FALSE,"Dark, Poison",133.4,98,50,50,85,115,95,65,65,85,510
905,Enamorus,ɪˈnæmɚɪs,,,1,1a,FALSE,TRUE,"Fairy, Flying",105.8,63,0,,74,115,70,135,80,106,580
906,Sprigatito,ˌspɹɪɡəˈtiːtoʊ,,Floragato,3,3a,FALSE,FALSE,Grass,9,16,87.5,12.5,40,61,54,45,45,65,310
907,Floragato,ˌflɔɹəˈɡɑːtoʊ,Sprigatito,Meowscarada,3,3b,FALSE,FALSE,Grass,26.9,35,87.5,12.5,61,80,63,60,63,83,410
908,Meowscarada,miˈaʊskəˈɹɑːdə,Floragato,,3,3c,FALSE,FALSE,"Grass, Dark",68.8,59,87.5,12.5,76,110,70,81,70,123,530
909,Fuecoco,fweɪˈkoʊkoʊ,,Crocalor,3,3a,FALSE,FALSE,Fire,21.6,16,87.5,12.5,67,45,59,63,40,36,310
910,Crocalor,ˈkɹɑːkəlɔɹ,Fuecoco,Skeledirge,3,3b,FALSE,FALSE,Fire,67.7,39,87.5,12.5,81,55,78,90,58,49,411
911,Skeledirge,ˈskɛlədɚdʒ,Crocalor,,3,3c,FALSE,FALSE,"Fire, Ghost",719.8,63,87.5,12.5,104,75,100,110,75,66,530
912,Quaxly,ˈkwæksliː,,Quaxwell,3,3a,FALSE,FALSE,Water,13.4,20,87.5,12.5,55,65,45,50,45,50,310
913,Quaxwell,ˈkwækswɛl,Quaxly,Quaquaval,3,3b,FALSE,FALSE,Water,47.4,47,87.5,12.5,70,85,65,65,60,65,410
914,Quaquaval,ˈkwɑːkwəvɑːl,Quaxwell,,3,3c,FALSE,FALSE,"Water, Fighting",136.5,71,87.5,12.5,85,120,80,85,75,85,530
915,Lechonk,ləˈtʃɑːnk,,Oinkologne,2,2a,FALSE,FALSE,Normal,22.5,20,50,50,54,45,40,35,45,35,254
916,Oinkologne,ˈɔɪŋkəloʊn,Lechonk,,2,2b,FALSE,FALSE,Normal,264.6,39,50,50,110,100,75,59,80,65,489
917,Tarountula,təˈɹaʊntʃələ,,Spidops,2,2a,FALSE,FALSE,Bug,8.8,12,50,50,35,41,45,29,40,20,210
918,Spidops,ˈspaɪdɑps,Tarountula,,2,2b,FALSE,FALSE,Bug,36.4,39,50,50,60,79,92,52,86,35,404
919,Nymble,ˈnɪmbəl,,Lokix,2,2a,FALSE,FALSE,Bug,2.2,8,50,50,33,46,40,21,25,45,210
920,Lokix,ˈloʊkɪks,Nymble,,2,2b,FALSE,FALSE,"Bug, Dark",38.6,39,50,50,71,102,78,52,55,92,450
921,Pawmi,ˈpɑːmiː,,Pawmo,3,3a,FALSE,FALSE,Electric,5.5,12,50,50,45,50,20,40,25,60,240
922,Pawmo,ˈpɑːmoʊ,Pawmi,Pawmot,3,3b,FALSE,FALSE,"Electric, Fighting",14.3,16,50,50,60,75,40,50,40,85,350
923,Pawmot,ˈpɑːmɑːt,Pawmo,,3,3c,FALSE,FALSE,"Electric, Fighting",90.4,35,50,50,70,115,70,70,60,105,490
